  Max Value: 3.091236, Column: SRR17344568  Second Max Value: 2.674484, Column: SRR17344570
  Max Value: 1.350341, Column: SRR17344570  Second Max Value: 1.294715, Column: SRR17344568
  Max Value: 1.247900, Column: SRR17344570  Second Max Value: 0.604268, Column: SRR17344568
  Max Value: 1.159185, Column: SRR17344570  Second Max Value: 0.569945, Column: SRR17344568
  Max Value: 2.821983, Column: SRR15465977  Second Max Value: 2.471814, Column: SRR15465983
  Max Value: 4.880756, Column: SRR15465983  Second Max Value: 4.771264, Column: SRR15465977
  Max Value: 3.770545, Column: SRR15465977  Second Max Value: 3.564651, Column: SRR15465983
  Max Value: 8.657718, Column: SRR17344570  Second Max Value: 6.863155, Column: SRR17344568
  Max Value: 2.446846, Column: SRR19392616  Second Max Value: 2.385639, Column: SRR19392622
  Max Value: 1.097603, Column: SRR19392622  Second Max Value: 1.027043, Column: SRR19392616
  Max Value: 2.023407, Column: SRR19392618  Second Max Value: 1.946235, Column: SRR19392622
  Max Value: 1.526092, Column: SRR10980026  Second Max Value: 1.471583, Column: SRR9124587
  Max Value: 1.664172, Column: SRR9124584  Second Max Value: 1.288419, Column: SRR16646353
  Max Value: 2.906744, Column: SRR17344570  Second Max Value: 2.491965, Column: SRR17344568
  Max Value: 3.754652, Column: SRR7755081  Second Max Value: 1.092799, Column: SRR7755103
  Max Value: 1.396594, Column: SRR7403258  Second Max Value: 0.251934, Column: SRR7755103
  Max Value: 3.610202, Column: SRR5690236  Second Max Value: 2.558406, Column: SRR5690237
  Max Value: 1.913370, Column: SRR17344568  Second Max Value: 1.537141, Column: SRR17344570
  Max Value: 6.855736, Column: SRR16646292  Second Max Value: 2.586997, Column: SRR16646293
  Max Value: 9.924501, Column: SRR16991079  Second Max Value: 0.000000, Column: SRR10980024
  Max Value: 2.324896, Column: SRR17344570  Second Max Value: 2.286207, Column: SRR17344568
  Max Value: 4.121663, Column: SRR17344570  Second Max Value: 1.304798, Column: SRR17344568
  Max Value: 4.490117, Column: SRR17344568  Second Max Value: 0.238221, Column: SRR16646330
  Max Value: 14.292665, Column: SRR17344570  Second Max Value: 10.880457, Column: SRR17344568
  Max Value: 3.054657, Column: SRR17344568  Second Max Value: 2.365504, Column: SRR17344570
  Max Value: 1.224809, Column: SRR16646278  Second Max Value: 0.937036, Column: SRR16646332
